Item	Page_Lines	Para	Text
893	58.39 - 58.41	(§8.) TITLE 36 § 2799-qqqqq.3.	Nothing in this section shall be deemed or construed to limit the right of any board member, officer or employee of the authority to acquire an interest in bonds or notes of the authority. 
894	58.42 - 58.48	(§8.) TITLE 36 § 2799-rrrrr.1.	Exculpation. 1. The trustees and officers of the authority, while acting within the scope of their authority as trustees or officers, shall not be subject to any personal or civil liability resulting from the exercise, carrying out or advocacy of any of the authority's purposes or powers, unless the conduct of the trustees or officers is finally determined by a court of competent jurisdiction to constitute intentional wrongdoing. 
895	58.49 - 58.54	(§8.) TITLE 36 § 2799-rrrrr.2.	The provisions of section seventeen of the public officers law shall apply to trustees and officers of the authority, in connection with any and all claims, demands, suits, actions or proceedings which may be made or brought against any of them arising out of any determinations made or actions taken or omitted to be taken in compliance with any obligations under or pursuant to the terms of this title. 
896	58.55 - 59.8	(§8.) TITLE 36 § 2799-rrrrr.3.	Notwithstanding any other provisions of law to the contrary, the provisions of section eighteen of the public officers law shall apply to the employees of the authority, in connection with any and all claims, demands, suits, actions or proceedings which may be brought against any of them arising out of any determinations made or actions taken or omitted to be taken in compliance with any obligations under or pursuant to the terms of this title. Whenever the provisions of section seventeen of the public officers law do not apply to the board trustees and officers of the authority, the provisions of section eighteen of the public officers law shall apply to such board trustees and officers. 
897	59.9 - 59.19	(§8.) TITLE 36 § 2799-rrrrr.4.	Any costs incurred by the state in accordance with subdivision two of this section shall be treated as advances by the state to the authority, and shall be repaid to it without interest either out of the proceeds of bonds issued by the authority pursuant to the provisions of this title, or by the delivery of non-interest bearing bonds of the authority to the state for all or any part of such advances, or out of excess revenues of the authority, at such times and on such conditions as the state and the authority mutually may agree upon. Any agreement entered into by the state and the authority for the repayment of any costs incurred pursuant to subdivision two of this section, shall be subject to the approval of the public authorities control board. 
898	59.20 - 59.22	(§8.) TITLE 36 § 2799-rrrrr.5.	"As used in this section, the terms ""trustee"", ""officer"" and ""employee"" shall include a former trustee, officer or employee and his or her estate or judicially appointed personal representative. "
899	59.23 - 59.25	(§8.) TITLE 36 § 2799-sssss.	Liberal interpretation. This title, being necessary for the prosperity of the state and its inhabitants, shall be liberally construed to affect the purposes of such title. 
900	59.26 - 59.34	(§8.) TITLE 36 § 2799-ttttt.	Severability. The provisions of this title shall be severable, and if any part or provision of this title, or the application thereof to any person or circumstance, shall be adjudged by any court of competent jurisdiction to be invalid or unenforceable, such judgment shall not affect, impair or invalidate the remainder of this title or the application of such provision to any other person or circumstance, but shall be confined in its operation to the provision, person or circumstance directly involved in the controversy in which such judgment shall have been rendered. 
901	59.35 - 59.38	(§8.) TITLE 36 § 2799-uuuuu.	Inconsistent provisions of other laws superseded. Insofar as the provisions of this title are inconsistent with the provisions of any other law or any part thereof, the provisions of this title shall be controlling. 
902	59.39 - 59.44	(§8.) TITLE 36 § 2799-vvvvv.	Title not affected if in part unconstitutional. If any section, clause or provision of this title shall be unconstitutional or be ineffective in whole or in part, to the extent that it is not unconstitutional or ineffective, it shall be valid and effective and no other section, clause or provision shall on account thereof be deemed invalid or ineffective. 
903	59.45 - 59.47	(§8.) TITLE 36 § 2799-wwwww.1.	"Climate manufacturing career policy. 1. Application. The authority shall develop a ""climate manufacturing careers policy"" for all projects exceeding five million dollars. "
904	59.48 - 60.2	(§8.) TITLE 36 § 2799-wwwww.2.	The climate manufacturing careers policy shall require that all eligible lead applicants, eligible sub-applicants and labor organizations participating in the program and applying for grants or loans administered by the authority have the option to submit proposals that utilize the U.S. employment plan, as defined by article eight-B of the labor law, or shall use the local employment plan best-value scoring criteria as outlined in article eight-B of the labor law to: (a) create high-quality jobs and training programs for United States and New York state residents; (b) invest in new or existing manufacturing facilities; and (c) generate employment opportunities for disadvantaged workers and disadvantaged communities as determined by the authority. 
905	60.3 - 60.13	(§8.) TITLE 36 § 2799-wwwww.3.	Procedure. The climate manufacturing careers policy shall include a procedure under which the authority's procurement office shall administer the review of the proposers' bid for the U.S. employment plan and/or local employment plan, as defined by article eight-B of the labor law, worksheet commitments and narrative. The procurement office shall score such commitments to determine awarding of the funds, grants or loans. The procurement office shall also review subsequent quarterly and annual reports submitted by the eligible lead applicants, eligible sub-applicants and labor organizations to show fulfillment of the commitments made in such U.S. employment plan and/or local employment plan worksheets and narrative. 
906	60.14 - 60.20	(§8.) TITLE 36 § 2799-wwwww.4.	Proposers shall include subcontractor and supplier participation to increase the U.S. jobs impact of the project. The climate manufacturing careers policy shall detail a system for awarding U.S. employment plan and/or local employment plan, as defined by article eight-B of the labor law, commitment credit to proposers. Proposers shall receive such U.S. employment plan commitment credit for subcontractors/suppliers with facilities in the United States. 
907	60.21 - 60.26	(§8.) TITLE 36 § 2799-wwwww.5.	The climate manufacturing careers policy shall include transparency, compliance, and enforcement procedures that, at a minimum, meet the requirements of article eight-B of the labor law. The authority will maintain a web page for each agreement that includes final contracts and U.S. employment plan and/or local employment plan, as defined by article eight-B of the labor law, compliance submissions. 
908	60.27 - 60.37	(§8.) TITLE 36 § 2799-xxxxx.1.	Additional responsible contracting standards. 1. In order to ensure the best quality work and value for New York state and its constituent communities, to the degree allowed by law a party which receives assistance from the state for the increase of energy efficiency, electrification upgrades, the development of renewable energies, climate change resiliency, or other investments by the authority over one million dollars or receiving more than de minimis support where the overall project investment is over five million dollars shall take the necessary contractual actions to ensure that a project labor agreement or community benefits agreement is executed between the entity responsible for the assisted project and an appropriate third party. 
909	60.38 - 60.41	(§8.) TITLE 36 § 2799-xxxxx.2.	Recommendations and minimum standards for qualifying agreements related to non-construction work shall be published by the authority annually, and no community benefits agreement under this section shall meet the requirements of this section without meeting such standards. 
910	60.42 - 60.48	(§8.) TITLE 36 § 2799-xxxxx.3.	Penalties and sanctions. The failure of a party receiving assistance under this title to ensure compliance with the requirements of subdivision four of this section shall constitute a material breach of the agreement under which assistance is provided and shall permit the state to impose applicable penalties and sanctions for conduct constituting non-compliance, including but not limited to revocation of all or part of the assistance provided by the state. 
911	60.49 - 60.54	(§8.) TITLE 36 § 2799-xxxxx.4.	Responsible contractor requirements. The party which receives assistance from the state for a renewable energy project, energy efficiency project, other construction project shall take the necessary contractual actions to ensure each contractor and subcontractor involved in the operation construction of the assisted project completes a sworn certification that the firm: 
912	61.1 - 61.3	(§8.) TITLE 36 § 2799-xxxxx.4.(a)	has the necessary resources to perform the portion of the assisted project to which they are assigned, including the necessary technical, financial, and personnel resources; 
913	61.4 - 61.5	(§8.) TITLE 36 § 2799-xxxxx.4.(b)	has all required licenses, certifications or certificates required of any business entity or individual by applicable state or local law; 
914	61.6 - 61.6	(§8.) TITLE 36 § 2799-xxxxx.4.(c)	that in the past three years, the firm: 
915	61.7 - 61.7	(§8.) TITLE 36 § 2799-xxxxx.4.(c)(i)	has not been debarred by any government agency; 
916	61.8 - 61.8	(§8.) TITLE 36 § 2799-xxxxx.4.(c)(ii)	has not defaulted on any project; 
917	61.9 - 61.10	(§8.) TITLE 36 § 2799-xxxxx.4.(c)(iii)	has not had any license, certification or other credential relating to the business revoked or suspended; and 
918	61.11 - 61.17	(§8.) TITLE 36 § 2799-xxxxx.4.(c)(iv)	has not been found in violation of any law applicable to its business that resulted in the payment of a fine, back pay damages, or any other type of penalty in the amount of ten thousand dollars or more; shall pay craft personnel employed on the project, at a minimum, the applicable wage and fringe benefit rates for the classification in which the worker is employed in accordance with applicable required rates for the project; and 
919	61.18 - 61.19	(§8.) TITLE 36 § 2799-xxxxx.4.(c)	the firm shall not misclassify employees as independent contractors. 
920	61.20 - 61.21	§ 9.	The tax law is amended by adding two new articles 42 and 43 to read as follows: 
921	61.22 - 61.23	(§9.) ARTICLE 42	CLIMATE POLLUTION FEE 
922	61.24 - 61.24	(§9.) ARTICLE 42 § 3039.	Definitions. 
923	61.25 - 61.25	(§9.) ARTICLE 42 § 3040.	Imposition of carbon pollution fee. 
924	61.26 - 61.26	(§9.) ARTICLE 42 § 3041.	Amount of fee. 
925	61.27 - 61.27	(§9.) ARTICLE 42 § 3042.	Applicable entities. 
926	61.28 - 61.28	(§9.) ARTICLE 42 § 3043.	Calculation of emissions factors. 
927	61.29 - 61.29	(§9.) ARTICLE 42 § 3044.	Exemptions and deductions. 
928	61.30 - 61.30	(§9.) ARTICLE 42 § 3045.	Emissions leakage mitigation policy. 
929	61.31 - 61.31	(§9.) ARTICLE 42 § 3046.	Creation of funds within the authority. 
930	61.32 - 61.32	(§9.) ARTICLE 42 § 3047.	Reporting. 
931	61.33 - 61.34	(§9.) ARTICLE 42 § 3039.	Definitions. For the purposes of this article, the following terms shall have the following meanings: 
932	61.35 - 61.36	(§9.) ARTICLE 42 § 3039.1.	"""Authority"" shall mean the climate and community investment authority. "
933	61.37 - 61.42	(§9.) ARTICLE 42 § 3039.2.	"""Border carbon adjustment fee"" means a fee imposed to address emissions leakage that adjusts the price of a good, at the point of the importation into the state of goods that require emissions of greenhouse gases for their production or operation, or export from the state, to reflect the known or estimated greenhouse gas emissions quantities associated with the production of such good. "
934	61.43 - 61.46	(§9.) ARTICLE 42 § 3039.3.	"""Carbon-based fuel"" means coal, a petroleum product, natural gas, methane, municipal solid waste (or any other feedstocks used for wasteto-energy conversions), or biomass that may be a source of greenhouse gas emissions through combustion and fugitive emissions. "
935	61.47 - 61.50	(§9.) ARTICLE 42 § 3039.4.	"""Carbon dioxide equivalent"" and ""CO2e"" mean the amount of carbon dioxide by mass that would produce the same global warming impact as a given mass of another greenhouse gas over an integrated twenty-year timeframe after emission, based on the best available science. "
936	61.51 - 61.53	(§9.) ARTICLE 42 § 3039.5.	"""Regulated air contaminant"" shall have the same meaning as in subdivision twenty-two of section 19-0107 of the environmental conservation law. "
937	61.54 - 61.54	(§9.) ARTICLE 42 § 3039.6.	"""Commissioner"" means the commissioner of taxation and finance. "
938	61.55 - 61.56	(§9.) ARTICLE 42 § 3039.7.	"""Disadvantaged communities"" shall have the same meaning as in section 75-0111 of the environmental conservation law. "
939	62.1 - 62.2	(§9.) ARTICLE 42 § 3039.8.	"""Downstate region"" means the counties of Richmond, Kings, Queens, New York, Bronx, Westchester, Nassau and Suffolk. "
940	62.3 - 62.5	(§9.) ARTICLE 42 § 3039.9.	"""Emissions leakage"" means an increase in emissions outside of the state, as a result of, or in correlation with, the implementation of measures within the state to limit such emissions. "
941	62.6 - 62.9	(§9.) ARTICLE 42 § 3039.10.	"""Fugitive emissions"" means those emissions of a greenhouse gas that are released during extraction, transportation of fuel, during processing, and due to leaks during industrial processes or at solid waste and wastewater management sites. "
942	62.10 - 62.11	(§9.) ARTICLE 42 § 3039.11.	"""Greenhouse gas"" shall have the same meaning as in subdivision eight of section 19-1301 of the environmental conservation law. "
943	62.12 - 62.14	(§9.) ARTICLE 42 § 3039.12.	"""Greenhouse gas emission source"" or ""source"" means any anthropogenic source or category of anthropogenic sources of greenhouse gas emissions. "
944	62.15 - 62.19	(§9.) ARTICLE 42 § 3039.13.	"""Industrial processes"" means those processes that include fossil fuel extraction, the operation of fuel processing plants, pipeline operations and other fuel transport, the operation of fuel refineries, and other processes involved in the extraction, refinement or transport of carbon-based fuels. "
945	62.20 - 62.26	(§9.) ARTICLE 42 § 3039.14.	"""Life cycle analysis"" means a method for calculating greenhouse gas emissions that encompasses emissions that are released or sequestered during all phases of a fuel or other product's life, including those emissions released during extraction, processing, transport, distribution, combustion (or some other form of consumption), and disposal. Such term shall include CO2e that is sequestered during biological processes, pertaining to biomass fuel. "
946	62.27 - 62.34	(§9.) ARTICLE 42 § 3039.15.	"""Petroleum product"" means all petroleum derivatives, whether in bond or not, which are commonly burned to produce heat, electricity, or motion, or which are commonly processed to produce synthetic gas for burning, including without limitation, propane, gasoline, unleaded gasoline, kerosene, heating oil, diesel fuel, kerosene based jet fuel, and number 4, number 5 and residual oil for utility and non-utility uses, but not including, petroleum feedstocks to plastics production or other manufacturing. "
947	62.35 - 62.36	(§9.) ARTICLE 42 § 3039.16.	"""Upstate region"" means all New York counties other than Nassau, Suffolk, Richmond, Kings, Queens, New York, Bronx and Westchester. "
948	62.37 - 62.38	(§9.) ARTICLE 42 § 3039.17.	"""Working group"" means the climate justice working group created pursuant to section 75-0111 of the environmental conservation law. "
949	62.39 - 62.42	(§9.) ARTICLE 42 § 3040.	Imposition of carbon pollution fee. There is hereby imposed upon any applicable entity, as specified under section three thousand forty-two of this article, a fee in an amount determined under section three thousand forty-one of this article, on: 
950	62.43 - 62.45	(§9.) ARTICLE 42 § 3040.1.	any carbon-based fuel sold, used, or brought into the state by an applicable entity as defined in section three thousand forty-two of this article; and 
951	62.46 - 62.47	(§9.) ARTICLE 42 § 3040.2.	any fugitive emissions of methane emitted in the state by an applicable entity. 
952	62.48 - 62.54	(§9.) ARTICLE 42 § 3041.1.	Amount of fee. 1. The amount of the fee imposed by section three thousand forty of this article, per short ton of carbon dioxide equivalent content that would be emitted through the combustion of such product, as determined by the president of the climate and communities investment authority, in consultation with the commissioner of environmental conservation, pursuant to this article, shall be equal to the following: 
953	62.55 - 62.55	(§9.) ARTICLE 42 § 3041.1.(a)	during calendar year two thousand twenty-two, fifty-five dollars; 
954	63.1 - 63.2	(§9.) ARTICLE 42 § 3041.1.(b)	during calendar years two thousand through two thousand twentyfive, an amount equal to the sum of: 
955	63.3 - 63.4	(§9.) ARTICLE 42 § 3041.1.(b)(i)	the amount in effect under this subdivision for the preceding calendar year, and 
956	63.5 - 63.6	(§9.) ARTICLE 42 § 3041.1.(b)(ii)	a five percent increase to the amount assessed in the previous year; 
957	63.7 - 63.8	(§9.) ARTICLE 42 § 3041.1.(c)	during calendar years two thousand twenty-six through two thousand thirty-one, an amount equal to the sum of: 
958	63.9 - 63.10	(§9.) ARTICLE 42 § 3041.1.(c)(i)	the fee assessed under this subdivision for the preceding calendar year, and: 
959	63.11 - 63.13	(§9.) ARTICLE 42 § 3041.1.(c)(i)(A)	two percent of the previous year's fee if the most recent fiveyear environmental integrity metric, described under paragraph (a) of subdivision two of this section, is less than minus five percent; 
960	63.14 - 63.17	(§9.) ARTICLE 42 § 3041.1.(c)(i)(B)	five percent of the previous year's fee if the most recent fiveyear environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to minus five percent and less than five percent; 
961	63.18 - 63.21	(§9.) ARTICLE 42 § 3041.1.(c)(i)(C)	seven percent of the previous year's fee if the most recent fiveyear environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to five percent and less than ten percent; or 
962	63.22 - 63.25	(§9.) ARTICLE 42 § 3041.1.(c)(i)(D)	ten percent of the previous year's fee if the most recent fiveyear environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to ten percent; and 
963	63.26 - 63.29	(§9.) ARTICLE 42 § 3041.1.(c)(ii)	the authority shall also assess a cost-of-living, or inflation, adjustment using the United States Bureau of Labor Statistics Consumer Price Index or, if that index is not available, another index adopted by the commissioner; 
964	63.30 - 63.31	(§9.) ARTICLE 42 § 3041.1.(d)	during calendar years two thousand thirty-two through two thousand fifty-one, an amount equal to the sum of: 
965	63.32 - 63.33	(§9.) ARTICLE 42 § 3041.1.(d)(i)	the fee assessed under this subdivision for the preceding calendar year, and: 
966	63.34 - 63.39	(§9.) ARTICLE 42 § 3041.1.(d)(i)(A)	two percent of the previous year's fee if the most recent fiveyear environmental integrity metric, described under paragraph (a) of subdivision two of this section, is less than minus five percent, and the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is less than minus one percent; 
967	63.40 - 63.40	(§9.) ARTICLE 42 § 3041.1.(d)(i)(B)	five percent of the previous year's fee if: 
968	63.41 - 63.46	(§9.) ARTICLE 42 § 3041.1.(d)(i)(B)I.	the most recent five-year environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to minus five percent and less than five percent, and the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is less than two percent; or 
969	63.47 - 63.52	(§9.) ARTICLE 42 § 3041.1.(d)(i)(B)II.	the most recent five-year environmental integrity metric, described under paragraph (a) of subdivision two of this section, is less than five percent, and the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is greater than or equal to minus one percent and less than two percent; 
970	63.53 - 63.53	(§9.) ARTICLE 42 § 3041.1.(d)(i)(C)	seven percent of the previous year's fee if: 
971	63.54 - 64.3	(§9.) ARTICLE 42 § 3041.1.(d)(i)(C)I.	the most recent five-year environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to five percent and less than ten percent, and if the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is less than three percent; or 
972	64.4 - 64.9	(§9.) ARTICLE 42 § 3041.1.(d)(i)(C)II.	the most recent five-year environmental integrity metric, described under paragraph (a) of subdivision two of this section, is less than ten percent, and the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is greater than or equal to two percent and less than three percent; or 
973	64.10 - 64.10	(§9.) ARTICLE 42 § 3041.1.(d)(i)(D)	ten percent of the previous year's fee if: 
974	64.11 - 64.13	(§9.) ARTICLE 42 § 3041.1.(d)(i)(D)I.	the most recent five-year environmental integrity metric, described under paragraph (a) of subdivision two of this section, is greater than or equal to ten percent; or 
975	64.14 - 64.16	(§9.) ARTICLE 42 § 3041.1.(d)(i)(D)II.	the most recent cumulative environmental integrity metric, described under paragraph (b) of subdivision two of this section, is greater than or equal to three percent; and 
976	64.17 - 64.20	(§9.) ARTICLE 42 § 3041.1.(d)(ii)	the authority shall also assess a cost-of-living, or inflation, adjustment using the United States Bureau of Labor Statistics Consumer Price Index or, if that index is not available, another index adopted by the commissioner. 
977	64.21 - 64.23	(§9.) ARTICLE 42 § 3041.2.	In two thousand twenty-four, and every year thereafter, the commissioner shall, in consultation with the department of environmental conservation: 
978	64.24 - 64.25	(§9.) ARTICLE 42 § 3041.2.(a)	calculate the five-year environmental integrity metric, which shall equal a fraction, expressed as a percentage: 
979	64.26 - 64.26	(§9.) ARTICLE 42 § 3041.2.(a)(i)	the numerator of which is: 
980	64.27 - 64.29	(§9.) ARTICLE 42 § 3041.2.(a)(i)(A)	the sum of the quantity of actual statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding five years, minus 
981	64.30 - 64.32	(§9.) ARTICLE 42 § 3041.2.(a)(i)(B)	the sum of the quantity of target statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding five years, pursuant to subdivision four of this section; and 
982	64.33 - 64.36	(§9.) ARTICLE 42 § 3041.2.(a)(ii)	the denominator of which is the sum of the quantity of target statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding five years, pursuant to subdivision four of this section; and 
983	64.37 - 64.38	(§9.) ARTICLE 42 § 3041.2.(b)	calculate the cumulative environmental integrity metric, which shall equal a fraction, expressed as a percentage: 
984	64.39 - 64.39	(§9.) ARTICLE 42 § 3041.2.(b)(i)	the numerator of which is: 
985	64.40 - 64.42	(§9.) ARTICLE 42 § 3041.2.(b)(i)(A)	the sum of the quantity of actual statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding years that are after two thousand eighteen, minus 
986	64.43 - 64.46	(§9.) ARTICLE 42 § 3041.2.(b)(i)(B)	the sum of the quantity of target statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding years that are after two thousand eighteen, pursuant to subdivision four of this section; and 
987	64.47 - 64.50	(§9.) ARTICLE 42 § 3041.2.(b)(ii)	the denominator of which is the sum of the quantity of target statewide greenhouse gas emissions, measured in short tons CO2e, in each of the preceding years that are after two thousand eighteen, pursuant to subdivision four of this section; and 
988	64.51 - 64.52	(§9.) ARTICLE 42 § 3041.2.(c)	publish the amounts calculated in paragraphs (a) and (b) of this subdivision not later than July first in that year. 
989	64.53 - 64.54	(§9.) ARTICLE 42 § 3041.3.	The authority shall calculate and publish the amount of the fee in current dollars for each year, no later than July first in that year. 
990	64.55 - 65.2	(§9.) ARTICLE 42 § 3041.4.	For the purposes of calculating the five-year environmental integrity metric and the cumulative environmental integrity metric under subdivision two of this section, the authority shall refer to the following statewide greenhouse gas emissions targets: 
991	65.3 - 65.4	(§9.) ARTICLE 42 § 3041.4.(a)	for the year two thousand twenty-one, eighty-five percent of two thousand eighteen emissions; 
992	65.5 - 65.7	(§9.) ARTICLE 42 § 3041.4.(b)	for each year after two thousand twenty-one and before two thousand twenty-seven, less than in the preceding year by four percent of the two thousand eighteen emissions; and 
993	65.8 - 65.10	(§9.) ARTICLE 42 § 3041.4.(c)	for each year after two thousand twenty-six and before two thousand forty-two, less than in the preceding year by three percent of two thousand eighteen emissions; and 
994	65.11 - 65.12	(§9.) ARTICLE 42 § 3041.4.(d)	for each year after two thousand forty-one, less than in the preceding year by two percent of two thousand eighteen emissions. 
995	65.13 - 65.14	(§9.) ARTICLE 42 § 3042.	"Applicable entities. For the purposes of this article, the term ""applicable entity"" means: "
996	65.15 - 65.15	(§9.) ARTICLE 42 § 3042.1.	for the purposes of any coal sold, used, or entered into the state: 
997	65.16 - 65.17	(§9.) ARTICLE 42 § 3042.1.(a)	the vendor of such coal at the first point of sale, in cases where the sale of coal occurs in the state; and 
998	65.18 - 65.19	(§9.) ARTICLE 42 § 3042.1.(b)	the purchaser of such coal, in cases where the sale of coal occurs outside of the state; 
999	65.20 - 65.21	(§9.) ARTICLE 42 § 3042.2.	for the purposes of any petroleum product sold, used, or entered into the state: 
1000	65.22 - 65.25	(§9.) ARTICLE 42 § 3042.2.(a)	the vendor, including a petroleum business as defined by section three hundred of this chapter, of such petroleum product at the first point of sale, in cases where the sale of the petroleum product occurs in the state; and 
1001	65.26 - 65.27	(§9.) ARTICLE 42 § 3042.2.(b)	the purchaser of such petroleum product, in cases where the sale of the petroleum product occurs outside of the state; 
1002	65.28 - 65.29	(§9.) ARTICLE 42 § 3042.3.	for the purposes of any natural gas sold, used, or entered into the state: 
1003	65.30 - 65.32	(§9.) ARTICLE 42 § 3042.3.(a)	the vendor (including a natural gas distribution company or wholesale natural gas vendors) of such natural gas at the first point of sale, in cases where the sale of natural gas occurs in the state; and 
1004	65.33 - 65.34	(§9.) ARTICLE 42 § 3042.3.(b)	the purchaser of such natural gas, in cases where the sale of the natural gas occurs outside of the state; 
1005	65.35 - 65.36	(§9.) ARTICLE 42 § 3042.4.	for the purposes of any electricity sold, used, or entered into the state: 
1006	65.37 - 65.40	(§9.) ARTICLE 42 § 3042.4.(a)	the vendor (including a local electricity distribution company, a wholesale electricity vendor and all competitive suppliers of electricity to end users) of such electricity at the first point of sale, in cases where the sale of electricity occurs in the state; and 
1007	65.41 - 65.42	(§9.) ARTICLE 42 § 3042.4.(b)	the purchaser of such electricity, in cases where the sale of the electricity occurs outside of the state; 
1008	65.43 - 65.45	(§9.) ARTICLE 42 § 3042.5.	for the purposes of any municipal solid waste (or any other feedstocks used for waste-to-energy conversions) sold, used, or entered into the state: 
1009	65.46 - 65.49	(§9.) ARTICLE 42 § 3042.5.(a)	the vendor of such municipal solid waste (or any other feedstocks used for waste-to-energy conversions) at the first point of sale, in cases where the sale of municipal solid waste (or any other feedstocks used for waste-to-energy conversions) occurs in the state; and 
1010	65.50 - 65.53	(§9.) ARTICLE 42 § 3042.5.(b)	the purchaser of such municipal solid waste (or any other feedstocks used for waste-to-energy conversions), in cases where the sale of the municipal solid waste (or any other feedstocks used for waste-to-energy conversions) occurs outside of the state; 
1011	65.54 - 65.55	(§9.) ARTICLE 42 § 3042.6.	for the purposes of any biomass sold, used, or entered into the state, 
1012	66.1 - 66.2	(§9.) ARTICLE 42 § 3042.6.(a)	the vendor of such biomass at the first point of sale, in cases where the sale of biomass occurs in the state; and 
1013	66.3 - 66.4	(§9.) ARTICLE 42 § 3042.6.(b)	the purchaser of such biomass, in cases where the sale of the biomass occurs outside of the state; and 
1014	66.5 - 66.9	(§9.) ARTICLE 42 § 3042.7.	for the purposes of any fugitive emissions of methane released in the state, the owner of the property that is the source of such fugitive emissions, including stationary sources and mobile sources, and including pipeline operators, fuel distributors, transportation companies and other entities. 
1015	66.10 - 66.15	(§9.) ARTICLE 42 § 3043.1.	Calculation of emissions factors. 1. Not later than one year after the effective date of this article, the commissioner of environmental conservation, in collaboration with the authority, shall, for each carbon-based fuel identified in this article and for various sources of electricity consumed in the state, calculate greenhouse gas emissions factors, in carbon dioxide equivalent. 
1016	66.16 - 66.19	(§9.) ARTICLE 42 § 3043.2.	Emissions factors associated with combustion or other consumption of the carbon-based fuels identified in this article shall be calculated according to life-cycle analysis methods, which at a minimum shall incorporate: 
1017	66.20 - 66.21	(§9.) ARTICLE 42 § 3043.2.(a)	any greenhouse gases released at the point of combustion or other consumption; and 
1018	66.22 - 66.25	(§9.) ARTICLE 42 § 3043.2.(b)	up-steam fugitive emissions of methane released during the extraction, processing, refining, transport, or distribution of natural gas products and petroleum products before the point of consumption in New York. 
1019	66.26 - 66.44	(§9.) ARTICLE 42 § 3043.3.	The commissioner of environmental conservation, in collaboration with the authority, shall calculate, for various sources of electricity consumed in the state, greenhouse gas emissions factors, in carbon dioxide equivalent per kilowatt-hour, associated with the combustion of each carbon-based fuel identified in this article for the purposes of generating electricity. This calculation should take into account the best available information and science regarding power plant heat rates and other operational parameters that may determine efficiency in the conversion of thermal energy to electrical energy. The C02e of each kilowatt-hour of electricity delivered in the state shall be determined by taking the weighted average of the coal, petroleum product, natural gas, municipal solid waste (or any other feedstocks used for waste-toenergy conservations), or biomass portions of the fuel mix and multiplying each of those portions separately by the amount of carbon dioxide equivalent emissions created per kilowatt-hour of electricity produced by each such fuel. The calculation of emissions factors under this subdivision shall take into account all electricity consumed in the state, which shall include any electricity produced within the state and outside of the state. 
1020	66.45 - 66.52	(§9.) ARTICLE 42 § 3044.1.	Exemptions and deductions. 1. The owner of any electric generating facility that is covered by the CO2 budget trading program (6 NYCRR part 242) established by the department of environmental conservation shall be entitled to deduct from the fee imposed by this article an amount equal to the amount it paid to purchase CO2 emission allowance to comply with the CO2 budget trading program; provided, however, that the amount so deducted may be no greater than the total amount of the fee as calculated in this article. 
1021	66.53 - 67.4	(§9.) ARTICLE 42 § 3044.2.	Any applicable entity subject to a fee under this article, shall be entitled to deduct from the fee imposed by this article an amount equal to the amount it paid for the same year on account of a federal law or regulation that imposes a direct price (including through cap-and-trade, or a carbon tax or carbon fee mechanisms) on the same greenhouse gas emissions from carbon-based fuels; provided, however, that the amount so deducted may be no greater than the total amount of the fee as calculated in this article. 
1022	67.5 - 67.16	(§9.) ARTICLE 42 § 3044.3.	The authority, in partnership with the commissioner of environmental conservation, may exempt certain sources of greenhouse gas emissions found to produce de minimis quantities of such emissions. In order to exempt sources of greenhouse gas emissions under this subdivision, the authority, in partnership with the commissioner of environmental conservation, shall first promulgate a rule, or rules, outlining the specific requirements for being classified as a de minimis source, including, at a minimum, identifying the quantities of greenhouse gases that would make a source a de minimis source. In promulgating such rule, or rules, the authority shall provide meaningful opportunities for public comment, including from persons living in disadvantaged communities. 
1023	67.17 - 67.22	(§9.) ARTICLE 42 § 3045.1.	Emissions leakage mitigation policy. 1. Not later than one year after the effective date of this article, the authority, in partnership with the commissioners of environmental conservation and labor, shall prepare and approve a scoping plan outlining recommendations for policy measures to reduce emissions leakage associated with the implementation of this article. 
1024	67.23 - 67.24	(§9.) ARTICLE 42 § 3045.1.(a)	The draft scoping plan shall be developed in consultation with the working group and other stakeholders. 
1025	67.25 - 67.28	(§9.) ARTICLE 42 § 3045.1.(b)	The authority shall provide meaningful opportunities for public comment from all persons who will be impacted by the plan, including persons working in energy intensive and trade exposed industries and persons living in disadvantaged communities. 
1026	67.29 - 67.30	(§9.) ARTICLE 42 § 3045.1.(c)	The measures and actions considered in such scoping plan shall at a minimum include: 
1027	67.31 - 67.31	(§9.) ARTICLE 42 § 3045.1.(c)(i)	imposing a border carbon adjustment fee; 
